DEB [20241222-14:45:00.359] thr=1   paramiko.transport: starting thread (client mode): 0x9f915400
DEB [20241222-21:50:28.910] thr=2   paramiko.transport: [chan 0] Max packet in: 32768 bytes
DEB [20241222-21:50:28.954] thr=1   paramiko.transport: Received global request "hostkeys-00@openssh.com"
DEB [20241222-21:50:28.954] thr=1   paramiko.transport: Rejecting "hostkeys-00@openssh.com" global request from server.
DEB [20241222-21:50:28.955] thr=1   paramiko.transport: [chan 0] Max packet out: 32768 bytes
DEB [20241222-21:50:28.955] thr=1   paramiko.transport: Secsh channel 0 opened.
DEB [20241222-21:50:28.963] thr=1   paramiko.transport: [chan 0] Sesch channel 0 request ok
DEB [20241222-21:50:29.539] thr=1   paramiko.transport: [chan 0] EOF received (0)
DEB [20241222-21:50:29.539] thr=2   paramiko.transport: [chan 0] EOF sent (0)
DEB [20241222-21:50:29.558] thr=1   paramiko.transport: EOF in transport thread
DEB [20241222-21:51:59.013] thr=1   paramiko.transport: starting thread (client mode): 0xfa38a790
DEB [20241222-21:51:59.014] thr=1   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_3.5.0
DEB [20241222-21:51:59.053] thr=1   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_for_Windows_9.5
INF [20241222-21:51:59.053] thr=1   paramiko.transport: Connected (version 2.0, client OpenSSH_for_Windows_9.5)
DEB [20241222-21:51:59.096] thr=1   paramiko.transport: === Key exchange possibilities ===
DEB [20241222-21:51:59.096] thr=1   paramiko.transport: kex algos: curve25519-sha256, curve25519-sha256@libssh.org, ecdh-sha2-nistp256, ecdh-sha2-nistp384, ecdh-sha2-nistp521, diffie-hellman-group-exchange-sha256, diffie-hellman-group16-sha512, diffie-hellman-group18-sha512, diffie-hellman-group14-sha256, kex-strict-s-v00@openssh.com
DEB [20241222-21:51:59.096] thr=1   paramiko.transport: server key: rsa-sha2-512, rsa-sha2-256, ecdsa-sha2-nistp256, ssh-ed25519
DEB [20241222-21:51:59.096] thr=1   paramiko.transport: client encrypt: chacha20-poly1305@openssh.com, aes128-ctr, aes192-ctr, aes256-ctr, aes128-gcm@openssh.com, aes256-gcm@openssh.com
DEB [20241222-21:51:59.096] thr=1   paramiko.transport: server encrypt: chacha20-poly1305@openssh.com, aes128-ctr, aes192-ctr, aes256-ctr, aes128-gcm@openssh.com, aes256-gcm@openssh.com
DEB [20241222-21:51:59.096] thr=1   paramiko.transport: client mac: umac-64-etm@openssh.com, umac-128-etm@openssh.com, hmac-sha2-256-etm@openssh.com, hmac-sha2-512-etm@openssh.com, umac-64@openssh.com, umac-128@openssh.com, hmac-sha2-256, hmac-sha2-512
DEB [20241222-21:51:59.096] thr=1   paramiko.transport: server mac: umac-64-etm@openssh.com, umac-128-etm@openssh.com, hmac-sha2-256-etm@openssh.com, hmac-sha2-512-etm@openssh.com, umac-64@openssh.com, umac-128@openssh.com, hmac-sha2-256, hmac-sha2-512
DEB [20241222-21:51:59.096] thr=1   paramiko.transport: client compress: none, zlib@openssh.com
DEB [20241222-21:51:59.096] thr=1   paramiko.transport: server compress: none, zlib@openssh.com
DEB [20241222-21:51:59.096] thr=1   paramiko.transport: client lang: <none>
DEB [20241222-21:51:59.096] thr=1   paramiko.transport: server lang: <none>
DEB [20241222-21:51:59.096] thr=1   paramiko.transport: kex follows: False
DEB [20241222-21:51:59.096] thr=1   paramiko.transport: === Key exchange agreements ===
DEB [20241222-21:51:59.096] thr=1   paramiko.transport: Strict kex mode: True
DEB [20241222-21:51:59.096] thr=1   paramiko.transport: Kex: curve25519-sha256@libssh.org
DEB [20241222-21:51:59.096] thr=1   paramiko.transport: HostKey: ssh-ed25519
DEB [20241222-21:51:59.096] thr=1   paramiko.transport: Cipher: aes128-ctr
DEB [20241222-21:51:59.096] thr=1   paramiko.transport: MAC: hmac-sha2-256
DEB [20241222-21:51:59.096] thr=1   paramiko.transport: Compression: none
DEB [20241222-21:51:59.096] thr=1   paramiko.transport: === End of kex handshake ===
DEB [20241222-21:51:59.105] thr=1   paramiko.transport: Resetting outbound seqno after NEWKEYS due to strict mode
DEB [20241222-21:51:59.105] thr=1   paramiko.transport: kex engine KexCurve25519 specified hash_algo <built-in function openssl_sha256>
DEB [20241222-21:51:59.105] thr=1   paramiko.transport: Switch to new keys ...
DEB [20241222-21:51:59.106] thr=1   paramiko.transport: Resetting inbound seqno after NEWKEYS due to strict mode
DEB [20241222-21:51:59.106] thr=2   paramiko.transport: Adding ssh-ed25519 host key for localhost: b'74eb7496e2cedf5bb043a19dcc68f534'
DEB [20241222-21:51:59.106] thr=1   paramiko.transport: Got EXT_INFO: {'server-sig-algs': b'ssh-ed25519,sk-ssh-ed25519@openssh.com,ecdsa-sha2-nistp256,ecdsa-sha2-nistp384,ecdsa-sha2-nistp521,sk-ecdsa-sha2-nistp256@openssh.com,webauthn-sk-ecdsa-sha2-nistp256@openssh.com,ssh-dss,ssh-rsa,rsa-sha2-256,rsa-sha2-512', 'publickey-hostbound@openssh.com': b'0', 'ping@openssh.com': b'0'}
DEB [20241222-21:51:59.447] thr=2   paramiko.transport: Trying discovered key b'921eabfd1b59d54a8f61d08725a20c03' in C:/Users/arte/.ssh/id_rsa_localhost
DEB [20241222-21:51:59.448] thr=1   paramiko.transport: userauth is OK
DEB [20241222-21:51:59.448] thr=1   paramiko.transport: Finalizing pubkey algorithm for key of type 'ssh-rsa'
DEB [20241222-21:51:59.448] thr=1   paramiko.transport: Our pubkey algorithm list: ['rsa-sha2-512', 'rsa-sha2-256', 'ssh-rsa']
DEB [20241222-21:51:59.448] thr=1   paramiko.transport: Server-side algorithm list: ['ssh-ed25519', 'sk-ssh-ed25519@openssh.com', 'ecdsa-sha2-nistp256', 'ecdsa-sha2-nistp384', 'ecdsa-sha2-nistp521', 'sk-ecdsa-sha2-nistp256@openssh.com', 'webauthn-sk-ecdsa-sha2-nistp256@openssh.com', 'ssh-dss', 'ssh-rsa', 'rsa-sha2-256', 'rsa-sha2-512']
DEB [20241222-21:51:59.448] thr=1   paramiko.transport: Agreed upon 'rsa-sha2-512' pubkey algorithm
INF [20241222-21:51:59.482] thr=1   paramiko.transport: Authentication (publickey) successful!
DEB [20241222-21:51:59.483] thr=2   paramiko.transport: [chan 0] Max packet in: 32768 bytes
DEB [20241222-21:51:59.537] thr=1   paramiko.transport: Received global request "hostkeys-00@openssh.com"
DEB [20241222-21:51:59.537] thr=1   paramiko.transport: Rejecting "hostkeys-00@openssh.com" global request from server.
DEB [20241222-21:51:59.537] thr=1   paramiko.transport: [chan 0] Max packet out: 32768 bytes
DEB [20241222-21:51:59.538] thr=1   paramiko.transport: Secsh channel 0 opened.
DEB [20241222-21:51:59.545] thr=1   paramiko.transport: [chan 0] Sesch channel 0 request ok
DEB [20241222-21:52:00.214] thr=1   paramiko.transport: [chan 0] EOF received (0)
DEB [20241222-21:52:00.214] thr=2   paramiko.transport: [chan 0] EOF sent (0)
DEB [20241222-21:52:00.229] thr=1   paramiko.transport: EOF in transport thread
DEB [20241222-21:53:09.711] thr=1   paramiko.transport: starting thread (client mode): 0xd22b6690
DEB [20241222-21:53:09.712] thr=1   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_3.5.0
DEB [20241222-21:53:09.762] thr=1   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_for_Windows_9.5
INF [20241222-21:53:09.762] thr=1   paramiko.transport: Connected (version 2.0, client OpenSSH_for_Windows_9.5)
DEB [20241222-21:53:09.802] thr=1   paramiko.transport: === Key exchange possibilities ===
DEB [20241222-21:53:09.802] thr=1   paramiko.transport: kex algos: curve25519-sha256, curve25519-sha256@libssh.org, ecdh-sha2-nistp256, ecdh-sha2-nistp384, ecdh-sha2-nistp521, diffie-hellman-group-exchange-sha256, diffie-hellman-group16-sha512, diffie-hellman-group18-sha512, diffie-hellman-group14-sha256, kex-strict-s-v00@openssh.com
DEB [20241222-21:53:09.802] thr=1   paramiko.transport: server key: rsa-sha2-512, rsa-sha2-256, ecdsa-sha2-nistp256, ssh-ed25519
DEB [20241222-21:53:09.802] thr=1   paramiko.transport: client encrypt: chacha20-poly1305@openssh.com, aes128-ctr, aes192-ctr, aes256-ctr, aes128-gcm@openssh.com, aes256-gcm@openssh.com
DEB [20241222-21:53:09.802] thr=1   paramiko.transport: server encrypt: chacha20-poly1305@openssh.com, aes128-ctr, aes192-ctr, aes256-ctr, aes128-gcm@openssh.com, aes256-gcm@openssh.com
DEB [20241222-21:53:09.802] thr=1   paramiko.transport: client mac: umac-64-etm@openssh.com, umac-128-etm@openssh.com, hmac-sha2-256-etm@openssh.com, hmac-sha2-512-etm@openssh.com, umac-64@openssh.com, umac-128@openssh.com, hmac-sha2-256, hmac-sha2-512
DEB [20241222-21:53:09.802] thr=1   paramiko.transport: server mac: umac-64-etm@openssh.com, umac-128-etm@openssh.com, hmac-sha2-256-etm@openssh.com, hmac-sha2-512-etm@openssh.com, umac-64@openssh.com, umac-128@openssh.com, hmac-sha2-256, hmac-sha2-512
DEB [20241222-21:53:09.802] thr=1   paramiko.transport: client compress: none, zlib@openssh.com
DEB [20241222-21:53:09.803] thr=1   paramiko.transport: server compress: none, zlib@openssh.com
DEB [20241222-21:53:09.803] thr=1   paramiko.transport: client lang: <none>
DEB [20241222-21:53:09.803] thr=1   paramiko.transport: server lang: <none>
DEB [20241222-21:53:09.803] thr=1   paramiko.transport: kex follows: False
DEB [20241222-21:53:09.803] thr=1   paramiko.transport: === Key exchange agreements ===
DEB [20241222-21:53:09.803] thr=1   paramiko.transport: Strict kex mode: True
DEB [20241222-21:53:09.803] thr=1   paramiko.transport: Kex: curve25519-sha256@libssh.org
DEB [20241222-21:53:09.803] thr=1   paramiko.transport: HostKey: ssh-ed25519
DEB [20241222-21:53:09.803] thr=1   paramiko.transport: Cipher: aes128-ctr
DEB [20241222-21:53:09.803] thr=1   paramiko.transport: MAC: hmac-sha2-256
DEB [20241222-21:53:09.803] thr=1   paramiko.transport: Compression: none
DEB [20241222-21:53:09.803] thr=1   paramiko.transport: === End of kex handshake ===
DEB [20241222-21:53:09.832] thr=1   paramiko.transport: Resetting outbound seqno after NEWKEYS due to strict mode
DEB [20241222-21:53:09.832] thr=1   paramiko.transport: kex engine KexCurve25519 specified hash_algo <built-in function openssl_sha256>
DEB [20241222-21:53:09.833] thr=1   paramiko.transport: Switch to new keys ...
DEB [20241222-21:53:09.833] thr=1   paramiko.transport: Resetting inbound seqno after NEWKEYS due to strict mode
DEB [20241222-21:53:09.834] thr=2   paramiko.transport: Adding ssh-ed25519 host key for localhost: b'74eb7496e2cedf5bb043a19dcc68f534'
DEB [20241222-21:53:09.835] thr=1   paramiko.transport: Got EXT_INFO: {'server-sig-algs': b'ssh-ed25519,sk-ssh-ed25519@openssh.com,ecdsa-sha2-nistp256,ecdsa-sha2-nistp384,ecdsa-sha2-nistp521,sk-ecdsa-sha2-nistp256@openssh.com,webauthn-sk-ecdsa-sha2-nistp256@openssh.com,ssh-dss,ssh-rsa,rsa-sha2-256,rsa-sha2-512', 'publickey-hostbound@openssh.com': b'0', 'ping@openssh.com': b'0'}
DEB [20241222-21:53:10.157] thr=2   paramiko.transport: Trying discovered key b'921eabfd1b59d54a8f61d08725a20c03' in C:/Users/arte/.ssh/id_rsa_localhost
DEB [20241222-21:53:10.158] thr=1   paramiko.transport: userauth is OK
DEB [20241222-21:53:10.158] thr=1   paramiko.transport: Finalizing pubkey algorithm for key of type 'ssh-rsa'
DEB [20241222-21:53:10.158] thr=1   paramiko.transport: Our pubkey algorithm list: ['rsa-sha2-512', 'rsa-sha2-256', 'ssh-rsa']
DEB [20241222-21:53:10.158] thr=1   paramiko.transport: Server-side algorithm list: ['ssh-ed25519', 'sk-ssh-ed25519@openssh.com', 'ecdsa-sha2-nistp256', 'ecdsa-sha2-nistp384', 'ecdsa-sha2-nistp521', 'sk-ecdsa-sha2-nistp256@openssh.com', 'webauthn-sk-ecdsa-sha2-nistp256@openssh.com', 'ssh-dss', 'ssh-rsa', 'rsa-sha2-256', 'rsa-sha2-512']
DEB [20241222-21:53:10.158] thr=1   paramiko.transport: Agreed upon 'rsa-sha2-512' pubkey algorithm
INF [20241222-21:53:10.185] thr=1   paramiko.transport: Authentication (publickey) successful!
DEB [20241222-21:53:10.186] thr=2   paramiko.transport: [chan 0] Max packet in: 32768 bytes
DEB [20241222-21:53:10.230] thr=1   paramiko.transport: Received global request "hostkeys-00@openssh.com"
DEB [20241222-21:53:10.231] thr=1   paramiko.transport: Rejecting "hostkeys-00@openssh.com" global request from server.
DEB [20241222-21:53:10.231] thr=1   paramiko.transport: [chan 0] Max packet out: 32768 bytes
DEB [20241222-21:53:10.231] thr=1   paramiko.transport: Secsh channel 0 opened.
DEB [20241222-21:53:10.239] thr=1   paramiko.transport: [chan 0] Sesch channel 0 request ok
DEB [20241222-21:53:11.233] thr=1   paramiko.transport: [chan 0] EOF received (0)
DEB [20241222-21:53:11.233] thr=2   paramiko.transport: [chan 0] EOF sent (0)
DEB [20241222-21:53:11.296] thr=1   paramiko.transport: EOF in transport thread
DEB [20241222-21:54:23.591] thr=1   paramiko.transport: starting thread (client mode): 0x78c56690
DEB [20241222-21:54:23.591] thr=1   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_3.5.0
DEB [20241222-21:54:23.631] thr=1   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_for_Windows_9.5
INF [20241222-21:54:23.631] thr=1   paramiko.transport: Connected (version 2.0, client OpenSSH_for_Windows_9.5)
DEB [20241222-21:54:23.674] thr=1   paramiko.transport: === Key exchange possibilities ===
DEB [20241222-21:54:23.674] thr=1   paramiko.transport: kex algos: curve25519-sha256, curve25519-sha256@libssh.org, ecdh-sha2-nistp256, ecdh-sha2-nistp384, ecdh-sha2-nistp521, diffie-hellman-group-exchange-sha256, diffie-hellman-group16-sha512, diffie-hellman-group18-sha512, diffie-hellman-group14-sha256, kex-strict-s-v00@openssh.com
DEB [20241222-21:54:23.674] thr=1   paramiko.transport: server key: rsa-sha2-512, rsa-sha2-256, ecdsa-sha2-nistp256, ssh-ed25519
DEB [20241222-21:54:23.674] thr=1   paramiko.transport: client encrypt: chacha20-poly1305@openssh.com, aes128-ctr, aes192-ctr, aes256-ctr, aes128-gcm@openssh.com, aes256-gcm@openssh.com
DEB [20241222-21:54:23.674] thr=1   paramiko.transport: server encrypt: chacha20-poly1305@openssh.com, aes128-ctr, aes192-ctr, aes256-ctr, aes128-gcm@openssh.com, aes256-gcm@openssh.com
DEB [20241222-21:54:23.674] thr=1   paramiko.transport: client mac: umac-64-etm@openssh.com, umac-128-etm@openssh.com, hmac-sha2-256-etm@openssh.com, hmac-sha2-512-etm@openssh.com, umac-64@openssh.com, umac-128@openssh.com, hmac-sha2-256, hmac-sha2-512
DEB [20241222-21:54:23.674] thr=1   paramiko.transport: server mac: umac-64-etm@openssh.com, umac-128-etm@openssh.com, hmac-sha2-256-etm@openssh.com, hmac-sha2-512-etm@openssh.com, umac-64@openssh.com, umac-128@openssh.com, hmac-sha2-256, hmac-sha2-512
DEB [20241222-21:54:23.674] thr=1   paramiko.transport: client compress: none, zlib@openssh.com
DEB [20241222-21:54:23.674] thr=1   paramiko.transport: server compress: none, zlib@openssh.com
DEB [20241222-21:54:23.674] thr=1   paramiko.transport: client lang: <none>
DEB [20241222-21:54:23.674] thr=1   paramiko.transport: server lang: <none>
DEB [20241222-21:54:23.674] thr=1   paramiko.transport: kex follows: False
DEB [20241222-21:54:23.674] thr=1   paramiko.transport: === Key exchange agreements ===
DEB [20241222-21:54:23.674] thr=1   paramiko.transport: Strict kex mode: True
DEB [20241222-21:54:23.675] thr=1   paramiko.transport: Kex: curve25519-sha256@libssh.org
DEB [20241222-21:54:23.675] thr=1   paramiko.transport: HostKey: ssh-ed25519
DEB [20241222-21:54:23.675] thr=1   paramiko.transport: Cipher: aes128-ctr
DEB [20241222-21:54:23.675] thr=1   paramiko.transport: MAC: hmac-sha2-256
DEB [20241222-21:54:23.675] thr=1   paramiko.transport: Compression: none
DEB [20241222-21:54:23.675] thr=1   paramiko.transport: === End of kex handshake ===
DEB [20241222-21:54:23.680] thr=1   paramiko.transport: Resetting outbound seqno after NEWKEYS due to strict mode
DEB [20241222-21:54:23.680] thr=1   paramiko.transport: kex engine KexCurve25519 specified hash_algo <built-in function openssl_sha256>
DEB [20241222-21:54:23.681] thr=1   paramiko.transport: Switch to new keys ...
DEB [20241222-21:54:23.681] thr=1   paramiko.transport: Resetting inbound seqno after NEWKEYS due to strict mode
DEB [20241222-21:54:23.681] thr=2   paramiko.transport: Adding ssh-ed25519 host key for localhost: b'74eb7496e2cedf5bb043a19dcc68f534'
DEB [20241222-21:54:23.681] thr=1   paramiko.transport: Got EXT_INFO: {'server-sig-algs': b'ssh-ed25519,sk-ssh-ed25519@openssh.com,ecdsa-sha2-nistp256,ecdsa-sha2-nistp384,ecdsa-sha2-nistp521,sk-ecdsa-sha2-nistp256@openssh.com,webauthn-sk-ecdsa-sha2-nistp256@openssh.com,ssh-dss,ssh-rsa,rsa-sha2-256,rsa-sha2-512', 'publickey-hostbound@openssh.com': b'0', 'ping@openssh.com': b'0'}
DEB [20241222-21:54:23.978] thr=2   paramiko.transport: Trying discovered key b'921eabfd1b59d54a8f61d08725a20c03' in C:/Users/arte/.ssh/id_rsa_localhost
DEB [20241222-21:54:23.979] thr=1   paramiko.transport: userauth is OK
DEB [20241222-21:54:23.979] thr=1   paramiko.transport: Finalizing pubkey algorithm for key of type 'ssh-rsa'
DEB [20241222-21:54:23.979] thr=1   paramiko.transport: Our pubkey algorithm list: ['rsa-sha2-512', 'rsa-sha2-256', 'ssh-rsa']
DEB [20241222-21:54:23.979] thr=1   paramiko.transport: Server-side algorithm list: ['ssh-ed25519', 'sk-ssh-ed25519@openssh.com', 'ecdsa-sha2-nistp256', 'ecdsa-sha2-nistp384', 'ecdsa-sha2-nistp521', 'sk-ecdsa-sha2-nistp256@openssh.com', 'webauthn-sk-ecdsa-sha2-nistp256@openssh.com', 'ssh-dss', 'ssh-rsa', 'rsa-sha2-256', 'rsa-sha2-512']
DEB [20241222-21:54:23.979] thr=1   paramiko.transport: Agreed upon 'rsa-sha2-512' pubkey algorithm
INF [20241222-21:54:24.001] thr=1   paramiko.transport: Authentication (publickey) successful!
DEB [20241222-21:54:24.002] thr=2   paramiko.transport: [chan 0] Max packet in: 32768 bytes
DEB [20241222-21:54:24.046] thr=1   paramiko.transport: Received global request "hostkeys-00@openssh.com"
DEB [20241222-21:54:24.046] thr=1   paramiko.transport: Rejecting "hostkeys-00@openssh.com" global request from server.
DEB [20241222-21:54:24.046] thr=1   paramiko.transport: [chan 0] Max packet out: 32768 bytes
DEB [20241222-21:54:24.046] thr=1   paramiko.transport: Secsh channel 0 opened.
DEB [20241222-21:54:24.055] thr=1   paramiko.transport: [chan 0] Sesch channel 0 request ok
DEB [20241222-21:54:25.365] thr=1   paramiko.transport: [chan 0] EOF received (0)
DEB [20241222-21:54:25.365] thr=2   paramiko.transport: [chan 0] EOF sent (0)
DEB [20241222-21:54:25.381] thr=1   paramiko.transport: EOF in transport thread
DEB [20241222-21:54:59.109] thr=1   paramiko.transport: starting thread (client mode): 0x13fba790
DEB [20241222-21:54:59.110] thr=1   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_3.5.0
DEB [20241222-21:54:59.150] thr=1   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_for_Windows_9.5
INF [20241222-21:54:59.151] thr=1   paramiko.transport: Connected (version 2.0, client OpenSSH_for_Windows_9.5)
DEB [20241222-21:54:59.210] thr=1   paramiko.transport: === Key exchange possibilities ===
DEB [20241222-21:54:59.210] thr=1   paramiko.transport: kex algos: curve25519-sha256, curve25519-sha256@libssh.org, ecdh-sha2-nistp256, ecdh-sha2-nistp384, ecdh-sha2-nistp521, diffie-hellman-group-exchange-sha256, diffie-hellman-group16-sha512, diffie-hellman-group18-sha512, diffie-hellman-group14-sha256, kex-strict-s-v00@openssh.com
DEB [20241222-21:54:59.210] thr=1   paramiko.transport: server key: rsa-sha2-512, rsa-sha2-256, ecdsa-sha2-nistp256, ssh-ed25519
DEB [20241222-21:54:59.210] thr=1   paramiko.transport: client encrypt: chacha20-poly1305@openssh.com, aes128-ctr, aes192-ctr, aes256-ctr, aes128-gcm@openssh.com, aes256-gcm@openssh.com
DEB [20241222-21:54:59.210] thr=1   paramiko.transport: server encrypt: chacha20-poly1305@openssh.com, aes128-ctr, aes192-ctr, aes256-ctr, aes128-gcm@openssh.com, aes256-gcm@openssh.com
DEB [20241222-21:54:59.210] thr=1   paramiko.transport: client mac: umac-64-etm@openssh.com, umac-128-etm@openssh.com, hmac-sha2-256-etm@openssh.com, hmac-sha2-512-etm@openssh.com, umac-64@openssh.com, umac-128@openssh.com, hmac-sha2-256, hmac-sha2-512
DEB [20241222-21:54:59.210] thr=1   paramiko.transport: server mac: umac-64-etm@openssh.com, umac-128-etm@openssh.com, hmac-sha2-256-etm@openssh.com, hmac-sha2-512-etm@openssh.com, umac-64@openssh.com, umac-128@openssh.com, hmac-sha2-256, hmac-sha2-512
DEB [20241222-21:54:59.210] thr=1   paramiko.transport: client compress: none, zlib@openssh.com
DEB [20241222-21:54:59.210] thr=1   paramiko.transport: server compress: none, zlib@openssh.com
DEB [20241222-21:54:59.210] thr=1   paramiko.transport: client lang: <none>
DEB [20241222-21:54:59.210] thr=1   paramiko.transport: server lang: <none>
DEB [20241222-21:54:59.210] thr=1   paramiko.transport: kex follows: False
DEB [20241222-21:54:59.210] thr=1   paramiko.transport: === Key exchange agreements ===
DEB [20241222-21:54:59.210] thr=1   paramiko.transport: Strict kex mode: True
DEB [20241222-21:54:59.211] thr=1   paramiko.transport: Kex: curve25519-sha256@libssh.org
DEB [20241222-21:54:59.211] thr=1   paramiko.transport: HostKey: ssh-ed25519
DEB [20241222-21:54:59.211] thr=1   paramiko.transport: Cipher: aes128-ctr
DEB [20241222-21:54:59.211] thr=1   paramiko.transport: MAC: hmac-sha2-256
DEB [20241222-21:54:59.211] thr=1   paramiko.transport: Compression: none
DEB [20241222-21:54:59.211] thr=1   paramiko.transport: === End of kex handshake ===
DEB [20241222-21:54:59.216] thr=1   paramiko.transport: Resetting outbound seqno after NEWKEYS due to strict mode
DEB [20241222-21:54:59.216] thr=1   paramiko.transport: kex engine KexCurve25519 specified hash_algo <built-in function openssl_sha256>
DEB [20241222-21:54:59.216] thr=1   paramiko.transport: Switch to new keys ...
DEB [20241222-21:54:59.217] thr=1   paramiko.transport: Resetting inbound seqno after NEWKEYS due to strict mode
DEB [20241222-21:54:59.217] thr=1   paramiko.transport: Got EXT_INFO: {'server-sig-algs': b'ssh-ed25519,sk-ssh-ed25519@openssh.com,ecdsa-sha2-nistp256,ecdsa-sha2-nistp384,ecdsa-sha2-nistp521,sk-ecdsa-sha2-nistp256@openssh.com,webauthn-sk-ecdsa-sha2-nistp256@openssh.com,ssh-dss,ssh-rsa,rsa-sha2-256,rsa-sha2-512', 'publickey-hostbound@openssh.com': b'0', 'ping@openssh.com': b'0'}
DEB [20241222-21:54:59.217] thr=2   paramiko.transport: Adding ssh-ed25519 host key for localhost: b'74eb7496e2cedf5bb043a19dcc68f534'
DEB [20241222-21:54:59.524] thr=2   paramiko.transport: Trying discovered key b'921eabfd1b59d54a8f61d08725a20c03' in C:/Users/arte/.ssh/id_rsa_localhost
DEB [20241222-21:54:59.524] thr=1   paramiko.transport: userauth is OK
DEB [20241222-21:54:59.525] thr=1   paramiko.transport: Finalizing pubkey algorithm for key of type 'ssh-rsa'
DEB [20241222-21:54:59.525] thr=1   paramiko.transport: Our pubkey algorithm list: ['rsa-sha2-512', 'rsa-sha2-256', 'ssh-rsa']
DEB [20241222-21:54:59.525] thr=1   paramiko.transport: Server-side algorithm list: ['ssh-ed25519', 'sk-ssh-ed25519@openssh.com', 'ecdsa-sha2-nistp256', 'ecdsa-sha2-nistp384', 'ecdsa-sha2-nistp521', 'sk-ecdsa-sha2-nistp256@openssh.com', 'webauthn-sk-ecdsa-sha2-nistp256@openssh.com', 'ssh-dss', 'ssh-rsa', 'rsa-sha2-256', 'rsa-sha2-512']
DEB [20241222-21:54:59.525] thr=1   paramiko.transport: Agreed upon 'rsa-sha2-512' pubkey algorithm
INF [20241222-21:54:59.552] thr=1   paramiko.transport: Authentication (publickey) successful!
DEB [20241222-21:54:59.553] thr=2   paramiko.transport: [chan 0] Max packet in: 32768 bytes
DEB [20241222-21:54:59.595] thr=1   paramiko.transport: Received global request "hostkeys-00@openssh.com"
DEB [20241222-21:54:59.596] thr=1   paramiko.transport: Rejecting "hostkeys-00@openssh.com" global request from server.
DEB [20241222-21:54:59.596] thr=1   paramiko.transport: [chan 0] Max packet out: 32768 bytes
DEB [20241222-21:54:59.596] thr=1   paramiko.transport: Secsh channel 0 opened.
DEB [20241222-21:54:59.605] thr=1   paramiko.transport: [chan 0] Sesch channel 0 request ok
DEB [20241222-21:55:00.503] thr=1   paramiko.transport: [chan 0] EOF received (0)
DEB [20241222-21:55:00.503] thr=2   paramiko.transport: [chan 0] EOF sent (0)
DEB [20241222-21:55:00.518] thr=1   paramiko.transport: EOF in transport thread
DEB [20241222-21:58:09.580] thr=1   paramiko.transport: starting thread (client mode): 0xf4f665d0
DEB [20241222-21:58:09.585] thr=1   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_3.5.0
DEB [20241222-21:58:09.622] thr=1   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_for_Windows_9.5
INF [20241222-21:58:09.622] thr=1   paramiko.transport: Connected (version 2.0, client OpenSSH_for_Windows_9.5)
DEB [20241222-21:58:09.662] thr=1   paramiko.transport: === Key exchange possibilities ===
DEB [20241222-21:58:09.662] thr=1   paramiko.transport: kex algos: curve25519-sha256, curve25519-sha256@libssh.org, ecdh-sha2-nistp256, ecdh-sha2-nistp384, ecdh-sha2-nistp521, diffie-hellman-group-exchange-sha256, diffie-hellman-group16-sha512, diffie-hellman-group18-sha512, diffie-hellman-group14-sha256, kex-strict-s-v00@openssh.com
DEB [20241222-21:58:09.662] thr=1   paramiko.transport: server key: rsa-sha2-512, rsa-sha2-256, ecdsa-sha2-nistp256, ssh-ed25519
DEB [20241222-21:58:09.662] thr=1   paramiko.transport: client encrypt: chacha20-poly1305@openssh.com, aes128-ctr, aes192-ctr, aes256-ctr, aes128-gcm@openssh.com, aes256-gcm@openssh.com
DEB [20241222-21:58:09.662] thr=1   paramiko.transport: server encrypt: chacha20-poly1305@openssh.com, aes128-ctr, aes192-ctr, aes256-ctr, aes128-gcm@openssh.com, aes256-gcm@openssh.com
DEB [20241222-21:58:09.664] thr=1   paramiko.transport: client mac: umac-64-etm@openssh.com, umac-128-etm@openssh.com, hmac-sha2-256-etm@openssh.com, hmac-sha2-512-etm@openssh.com, umac-64@openssh.com, umac-128@openssh.com, hmac-sha2-256, hmac-sha2-512
DEB [20241222-21:58:09.664] thr=1   paramiko.transport: server mac: umac-64-etm@openssh.com, umac-128-etm@openssh.com, hmac-sha2-256-etm@openssh.com, hmac-sha2-512-etm@openssh.com, umac-64@openssh.com, umac-128@openssh.com, hmac-sha2-256, hmac-sha2-512
DEB [20241222-21:58:09.664] thr=1   paramiko.transport: client compress: none, zlib@openssh.com
DEB [20241222-21:58:09.664] thr=1   paramiko.transport: server compress: none, zlib@openssh.com
DEB [20241222-21:58:09.664] thr=1   paramiko.transport: client lang: <none>
DEB [20241222-21:58:09.664] thr=1   paramiko.transport: server lang: <none>
DEB [20241222-21:58:09.664] thr=1   paramiko.transport: kex follows: False
DEB [20241222-21:58:09.664] thr=1   paramiko.transport: === Key exchange agreements ===
DEB [20241222-21:58:09.664] thr=1   paramiko.transport: Strict kex mode: True
